rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,firstName,title,date,birthYear,Column3,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
196,2300,Fashion & Retail,Mi Enhua,65,China,Urumqi,Retail,Fashion & Retail,China,,TRUE,D,M,04/01/1958,Enhua,,04/04/2023,1958,67,4,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
197,2300,Technology,Tian Ming,69,China,Hefei,Measuring instruments,Technology,China,,TRUE,U,M,12/20/1953,Ming,,04/04/2023,1953,72,12,20,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
198,2300,Manufacturing,Xicheng Wang & family,74,China,Zhaoyuan,Tires,Manufacturing,China,,TRUE,D,M,11/01/1948,Xicheng,,04/04/2023,1948,77,11,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
199,2300,Real Estate,Wang Zhenhua,61,China,Shanghai,Real estate,Real Estate,China,,TRUE,D,M,03/01/1962,Zhenhua,,04/04/2023,1962,63,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
200,2300,Fashion & Retail,Xie Bingkun & family,56,China,Fuzhou,Pearlescent pigments,Fashion & Retail,China,,TRUE,U,M,8/25/1966,Bingkun,,04/04/2023,1966,59,8,25,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
201,2300,Manufacturing,Xu Shugen,57,China,Hangzhou,"Construction, mining machinery",Manufacturing,China,,TRUE,U,M,06/12/1965,Shugen,,04/04/2023,1965,60,6,12,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
202,2300,Manufacturing,Zhang Jingzhang & family,87,China,Ningbo,Precision machinery,Manufacturing,China,,TRUE,U,M,01/01/1936,Jingzhang,,04/04/2023,1936,89,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
203,2200,Finance & Investments,Chen Jinxia,55,China,Shanghai,Investments,Finance & Investments,China,,FALSE,D,F,3/28/1968,Jinxia,,04/04/2023,1968,57,3,28,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
204,2200,Healthcare,Chen Xueli,71,China,Weihai,Pharmaceuticals,Healthcare,China,,TRUE,U,M,10/01/1951,Xueli,,04/04/2023,1951,74,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
205,2200,Healthcare,Dong Wei,52,China,Lianyungang,Pharmaceuticals,Healthcare,China,,TRUE,D,M,01/01/1971,Wei,,04/04/2023,1971,54,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
206,2200,Food & Beverage,Fu Guangming & family,69,China,Nanping,Poultry,Food & Beverage,China,,TRUE,U,M,10/02/1953,Guangming,,04/04/2023,1953,72,10,2,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
207,2200,Healthcare,Hao Hong,67,China,Tianjin,Pharmaceuticals,Healthcare,United States,,TRUE,D,M,01/01/1956,Hong,,04/04/2023,1956,69,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
208,2200,Real Estate,Chulong Huang,64,China,Shenzhen,Real estate,Real Estate,Canada,,TRUE,D,M,01/01/1959,Chulong,,04/04/2023,1959,66,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
209,2200,Fashion & Retail,Lai Shixian,48,China,Quanzhou,Sports apparel,Fashion & Retail,China,,TRUE,U,M,01/01/1975,Shixian,,04/04/2023,1975,50,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
210,2200,Food & Beverage,Ni Yongpei & family,71,China,Liuan,Beverages,Food & Beverage,China,,TRUE,D,M,1/23/1952,Yongpei,,04/04/2023,1952,73,1,23,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
211,2200,Technology,Qi Xiangdong,52,China,Beijing,Software,Technology,China,,TRUE,U,M,10/01/1970,Xiangdong,,04/04/2023,1970,55,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
212,2200,Manufacturing,Tang Jinkui & family,67,China,Suzhou,"Textiles, petrochemicals",Manufacturing,China,,TRUE,D,M,9/19/1955,Jinkui,,04/04/2023,1955,70,9,19,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
213,2200,Technology,Tang Xiao'ou,55,China,Shanghai,Software,Technology,Hong Kong,,TRUE,D,M,01/01/1968,Xiao'ou,,04/04/2023,1968,57,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
214,2200,Fashion & Retail,Wang Wenmo,66,China,Quanzhou,Sports apparel,Fashion & Retail,China,,TRUE,U,M,01/01/1957,Wenmo,,04/04/2023,1957,68,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
215,2200,Service,Wang Zhenghua,78,China,Shanghai,Budget airline,Service,China,,TRUE,U,M,4/25/1944,Zhenghua,,04/04/2023,1944,81,4,25,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
216,2200,Energy,Kai Wu,55,China,Ningde,Batteries,Energy,China,,TRUE,D,M,01/01/1968,Kai,,04/04/2023,1968,57,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
217,2200,Food & Beverage,Xu Yingzhuo,55,China,Guangzhou,Agribusiness,Food & Beverage,China,,TRUE,D,M,01/01/1968,Yingzhuo,,04/04/2023,1968,57,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
218,2200,Logistics,Huijiao Yu,57,China,Shanghai,Package delivery,Logistics,China,Shanghai YTO Express (Logistics),TRUE,D,M,04/01/1966,Huijiao,Founder and Chairman,04/04/2023,1966,59,4,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
219,2200,Energy,Zhao Fenggang,57,China,Ningde,Batteries,Energy,China,,TRUE,D,M,01/01/1966,Fenggang,,04/04/2023,1966,59,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
220,2100,Manufacturing,Cao Ji,71,China,Hangzhou,Manufacturing,Manufacturing,China,,TRUE,D,M,01/01/1952,Ji,,04/04/2023,1952,73,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
221,2100,Technology,Chi Yufeng,52,China,Beijing,Software,Technology,China,,FALSE,U,M,01/01/1971,Yufeng,,04/04/2023,1971,54,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
222,2100,Manufacturing,Xingjiang Gao,59,China,Huzhou,Steel,Manufacturing,China,,TRUE,D,M,11/01/1963,Xingjiang,,04/04/2023,1963,62,11,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
223,2100,Manufacturing,Huang Min,49,China,Suzhou,Machinery,Manufacturing,China,,TRUE,U,M,07/01/1973,Min,,04/04/2023,1973,52,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
224,2100,Manufacturing,Liu Chengyu & family,60,China,Shenzhen,Power supply equipment,Manufacturing,China,,TRUE,U,M,7/26/1962,Chengyu,,04/04/2023,1962,63,7,26,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
225,2100,Technology,Melissa Ma,,China,Beijing,Internet search,Technology,China,,TRUE,U,F,,Melissa,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
226,2100,Technology,Mu Rongjun,43,China,Beijing,E-commerce,Technology,China,,TRUE,D,M,01/01/1980,Rongjun,,04/04/2023,1980,45,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
227,2100,Manufacturing,Zugen Ni,66,China,Suzhou,Appliances,Manufacturing,China,,TRUE,U,M,1/18/1957,Zugen,,04/04/2023,1957,68,1,18,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
228,2100,Healthcare,Shi Yifeng,49,China,Beijing,Medical cosmetics,Healthcare,China,,TRUE,U,M,01/01/1974,Yifeng,,04/04/2023,1974,51,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
229,2100,Food & Beverage,Sun Mengquan & family,73,China,Yantai,Edible oil,Food & Beverage,China,,TRUE,D,M,03/01/1950,Mengquan,,04/04/2023,1950,75,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
230,2100,Construction & Engineering,Wang Linpeng,54,China,Beijing,Furniture retailing,Construction & Engineering,China,,TRUE,D,M,05/01/1968,Linpeng,,04/04/2023,1968,57,5,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
231,2100,Food & Beverage,Wei Ing-Chou,69,China,Tianjin,"Food, beverages",Food & Beverage,Taiwan,,TRUE,U,M,07/01/1953,Ing-Chou,,04/04/2023,1953,72,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
232,2100,Food & Beverage,Wei Yin-Heng,64,China,Shanghai,"Food, beverages",Food & Beverage,Taiwan,,TRUE,U,M,01/01/1959,Yin-Heng,,04/04/2023,1959,66,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
233,2100,Automotive,Xu Xudong & family,53,China,Ningbo,Auto parts,Automotive,China,,TRUE,U,M,03/01/1970,Xudong,,04/04/2023,1970,55,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
234,2100,Manufacturing,Yu Qibing & family,57,China,Ningbo,Glass,Manufacturing,China,,TRUE,D,M,11/01/1965,Qibing,,04/04/2023,1965,60,11,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
235,2100,Manufacturing,Yuan Fugen & family,72,China,Suzhou,Metal processing,Manufacturing,China,,TRUE,U,M,11/15/1950,Fugen,,04/04/2023,1950,75,11,15,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
236,2100,Manufacturing,Zhang Ning & family,49,China,Shanghai,Chemicals,Manufacturing,Canada,,TRUE,D,F,04/01/1974,Ning,,04/04/2023,1974,51,4,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
237,2100,Healthcare,Zhao Tao,57,China,Xi'an,Pharmaceuticals,Healthcare,Singapore,,FALSE,D,M,01/01/1966,Tao,,04/04/2023,1966,59,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
238,2000,Manufacturing,Cao Jianwei,44,China,Shangyu,Semiconductors,Manufacturing,China,,TRUE,E,M,5/30/1978,Jianwei,,04/04/2023,1978,47,5,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
239,2000,Manufacturing,Huwen Chen,52,China,Shanghai,Stationery,Manufacturing,China,,TRUE,D,M,07/01/1970,Huwen,,04/04/2023,1970,55,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
240,2000,Diversified,Dou Zhenggang,69,China,Hangzhou,"Energy, chemicals",Diversified,China,,TRUE,D,M,5/21/1953,Zhenggang,,04/04/2023,1953,72,5,21,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
241,2000,Technology,Hu Yangzhong,58,China,Hangzhou,Technology,Technology,China,,TRUE,D,M,03/06/1965,Yangzhong,,04/04/2023,1965,60,3,6,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
242,2000,Media & Entertainment,Huang Qiaoling,64,China,Hangzhou,Amusement parks,Media & Entertainment,China,,TRUE,U,M,11/15/1958,Qiaoling,,04/04/2023,1958,67,11,15,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
243,2000,Technology,Li Min,57,China,Fuzhou,Semiconductor,Technology,China,,TRUE,D,M,12/26/1965,Min,,04/04/2023,1965,60,12,26,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
244,2000,Technology,Liang Rubo,40,China,Beijing,TikTok,Technology,China,,TRUE,D,M,01/01/1983,Rubo,,04/04/2023,1983,42,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
245,2000,Manufacturing,Liang Zhaoxian,58,China,Foshan,Appliances,Manufacturing,China,,FALSE,D,M,01/01/1965,Zhaoxian,,04/04/2023,1965,60,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
246,2000,Energy,Lin Fanlian,61,China,Linyi,"Energy, real estate",Energy,China,,TRUE,D,M,06/01/1961,Fanlian,,04/04/2023,1961,64,6,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
247,2000,Manufacturing,Cunhui Nan,59,China,Wenzhou,Power equipment,Manufacturing,China,,TRUE,D,M,07/09/1963,Cunhui,,04/04/2023,1963,62,7,9,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
248,2000,Service,Tengyun Nie & family,47,China,Shanghai,Logistics,Service,China,,TRUE,D,M,1/24/1976,Tengyun,,04/04/2023,1976,49,1,24,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
249,2000,Technology,Zhang Fan,57,China,Shenzhen,Touch screens,Technology,China,,TRUE,D,M,12/29/1965,Fan,,04/04/2023,1965,60,12,29,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
250,2000,Technology,Shilong Zhang & family,57,China,Beijing,Semiconductor,Technology,China,,TRUE,D,M,01/01/1966,Shilong,,04/04/2023,1966,59,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
251,2000,Manufacturing,Zhang Wanzhen,73,China,Chaozhou,Electronics components,Manufacturing,China,,TRUE,D,M,12/01/1949,Wanzhen,,04/04/2023,1949,76,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
252,2000,Technology,Hongfei Zhao,48,China,Beijing,Software,Technology,China,,TRUE,D,M,06/01/1974,Hongfei,,04/04/2023,1974,51,6,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
253,2000,Energy,Zhou Jian,46,China,Shenzhen,Solar energy equipment,Energy,China,,TRUE,D,M,07/01/1976,Jian,,04/04/2023,1976,49,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
254,2000,Healthcare,Zhu Yiwen & family,59,China,Shanghai,Healthcare,Healthcare,China,,TRUE,U,M,01/01/1964,Yiwen,,04/04/2023,1964,61,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
255,1900,Fashion & Retail,Jianxing Che,56,China,Shanghai,Furniture retailing,Fashion & Retail,China,,TRUE,D,M,7/18/1966,Jianxing,,04/04/2023,1966,59,7,18,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
256,1900,Manufacturing,Huxiong Chen,52,China,Shanghai,Stationery,Manufacturing,China,,TRUE,D,M,07/01/1970,Huxiong,,04/04/2023,1970,55,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
257,1900,Energy,Chen Qiongxiang,,China,Ningde,Batteries,Energy,China,,TRUE,D,F,,Qiongxiang,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
258,1900,Technology,Chen Zhisong,57,China,Xiamen,Communication equipment,Technology,China,,TRUE,D,M,01/07/1966,Zhisong,,04/04/2023,1966,59,1,7,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
259,1900,Healthcare,Dong Fan,53,China,Zhuhai,Medical devices,Healthcare,China,,TRUE,D,M,,Fan,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
260,1900,Fashion & Retail,Guo Zhenyu & family,59,China,Kunming,Cosmetics,Fashion & Retail,Canada,,TRUE,D,M,11/01/1963,Zhenyu,,04/04/2023,1963,62,11,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
261,1900,Manufacturing,Hu Rongda & family,64,China,Jinhua,Chemicals,Manufacturing,China,,TRUE,U,M,01/01/1959,Rongda,,04/04/2023,1959,66,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
262,1900,Real Estate,Lin Dingqiang & family,56,China,Beijing,Real estate,Real Estate,Hong Kong,,TRUE,E,M,10/01/1966,Dingqiang,,04/04/2023,1966,59,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
263,1900,Manufacturing,Ren Jianhua,66,China,Hangzhou,Kitchen appliances,Manufacturing,China,,TRUE,D,M,08/01/1956,Jianhua,,04/04/2023,1956,69,8,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
264,1900,Energy,Shao Jianxiong,,China,Hangzhou,Photovoltaics,Energy,China,,TRUE,U,M,,Jianxiong,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
265,1900,Manufacturing,Qinxiang Shao,68,China,Hangzhou,Diversified,Manufacturing,China,,TRUE,U,M,09/01/1954,Qinxiang,,04/04/2023,1954,71,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
266,1900,Technology,Hua Shen,60,China,Jiaxing,Semiconductors,Technology,United States,,TRUE,D,M,01/01/1963,Hua,,04/04/2023,1963,62,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
267,1900,Real Estate,Wang Chaobin,67,China,Zhengzhou,Real estate,Real Estate,China,,TRUE,E,M,01/01/1956,Chaobin,,04/04/2023,1956,69,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
268,1900,Fashion & Retail,Wang Ren-sheng,91,China,Zhengzhou,Retail,Fashion & Retail,Taiwan,,TRUE,D,M,12/01/1931,Ren-sheng,,04/04/2023,1931,94,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
269,1900,Healthcare,Xie Juhua & family,72,China,Nanjing,Pharmaceuticals,Healthcare,China,,FALSE,D,F,01/01/1951,Juhua,,04/04/2023,1951,74,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
270,1900,Manufacturing,Chuanhua Xu & family,88,China,Hangzhou,"Chemicals, logistics",Manufacturing,China,Transfar Group,TRUE,D,M,01/01/1935,Chuanhua,Founder,04/04/2023,1935,90,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
271,1900,Diversified,Zhang Hongwei,68,China,Beijing,"Oil, banking",Diversified,China,,TRUE,D,M,12/26/1954,Hongwei,,04/04/2023,1954,71,12,26,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
272,1800,Technology,Diao Zhizhong,59,China,Beijing,Software,Technology,China,,TRUE,U,M,11/06/1963,Zhizhong,,04/04/2023,1963,62,11,6,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
273,1800,Real Estate,Wei Huang,63,China,Hangzhou,Real estate,Real Estate,China,,TRUE,U,M,9/30/1959,Wei,,04/04/2023,1959,66,9,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
274,1800,Automotive,Yintai Jiang & family,72,China,Shanghai,Auto parts,Automotive,China,,TRUE,U,M,7/30/1950,Yintai,,04/04/2023,1950,75,7,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
275,1800,Healthcare,Lei Jin,57,China,Changchun,Pharmaceuticals,Healthcare,China,,TRUE,U,M,08/01/1965,Lei,,04/04/2023,1965,60,8,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
276,1800,Healthcare,Jin Lei & family,68,China,Beijing,Medical equipment,Healthcare,China,,TRUE,U,M,9/23/1954,Lei,,04/04/2023,1954,71,9,23,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
277,1800,Metals & Mining,Luo Yangyong & family,47,China,Panzhihua,Mining,Metals & Mining,China,,TRUE,D,M,06/02/1975,Yangyong,,04/04/2023,1975,50,6,2,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
278,1800,Technology,Benjamin Zhengmin Pan & family,53,China,Shenzhen,Electronics,Technology,China,,TRUE,D,M,12/01/1969,Benjamin Zhengmin,,04/04/2023,1969,56,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
279,1800,Food & Beverage,Genhuo Shao,57,China,Beijing,Agribusiness,Food & Beverage,China,,TRUE,D,M,7/29/1965,Genhuo,,04/04/2023,1965,60,7,29,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
280,1800,Energy,Shen Xiqiang & family,75,China,Yixing,Chemical,Energy,China,,TRUE,D,M,03/02/1948,Xiqiang,,04/04/2023,1948,77,3,2,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
281,1800,Manufacturing,Sze Man Bok,73,China,Jinjiang,Hygiene products,Manufacturing,China,,TRUE,D,M,01/01/1950,Man Bok,,04/04/2023,1950,75,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
282,1800,Energy,Wu Yingming,56,China,Ningde,Batteries,Energy,China,,TRUE,D,M,01/01/1967,Yingming,,04/04/2023,1967,58,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
283,1800,Real Estate,Yan Zhi,50,China,Wuhan,Real estate,Real Estate,China,,TRUE,D,M,07/01/1972,Zhi,,04/04/2023,1972,53,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
284,1800,Real Estate,Zhang Li,70,China,Guangzhou,Real estate,Real Estate,China,,TRUE,D,M,01/01/1953,Li,,04/04/2023,1953,72,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
285,1700,Manufacturing,Chen Kaichen,,China,Guangzhou,Household chemicals,Manufacturing,China,,TRUE,D,M,,Kaichen,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
286,1700,Technology,He Zhaoxi,49,China,Shenzhen,Software,Technology,China,,TRUE,E,M,01/01/1974,Zhaoxi,,04/04/2023,1974,51,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
287,1700,Logistics,Lai Jianfa,53,China,Shanghai,Express delivery,Logistics,China,,TRUE,U,M,,Jianfa,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
288,1700,Healthcare,Lei Jufang,70,China,Lanzhou,Pharmaceuticals,Healthcare,China,,TRUE,D,F,01/03/1953,Jufang,,04/04/2023,1953,72,1,3,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
289,1700,Food & Beverage,Xuhui Li,54,China,Foshan,Soy sauce,Food & Beverage,China,,TRUE,D,F,6/15/1968,Xuhui,,04/04/2023,1968,57,6,15,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
290,1700,Metals & Mining,Lin Lairong & family,54,China,Bayannur,Iron ore mining,Metals & Mining,China,,TRUE,D,M,08/09/1968,Lairong,,04/04/2023,1968,57,8,9,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
291,1700,Technology,Lu Di,,China,Shenzhen,Drones,Technology,China,,TRUE,E,M,,Di,Investor,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
292,1700,Manufacturing,Meng Qingshan & family,74,China,Langfang,Chemicals,Manufacturing,China,,TRUE,U,M,11/17/1948,Qingshan,,04/04/2023,1948,77,11,17,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
293,1700,Healthcare,Jinsheng Ren & family,60,China,Nanjing,Pharmaceutical,Healthcare,China,,TRUE,U,M,01/01/1963,Jinsheng,,04/04/2023,1963,62,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
